"{6., -0.9, 4.4916682521257106*^-17}","{6., -0.8, 0.043594756881017924}","{6., -0.7, 0.0859876771293584}","{6., -0.6, 0.12898361750832596}","{6., -0.5, 0.17262316480031964}","{6., -0.4, 0.21427543046545194}","{6., -0.29999999999999993, 0.25121769853211345}","{6., -0.19999999999999996, 0.2790912160956313}","{6., -0.09999999999999998, 0.29746732364588324}","{6., 0., 0.3036735656233171}","{6., 0.09999999999999998, 0.2974673236458897}","{6., 0.20000000000000007, 0.2790912160956405}","{6., 0.30000000000000016, 0.2512176985321209}","{6., 0.4, 0.21427543046545372}","{6., 0.5000000000000001, 0.1726231648003173}","{6., 0.6, 0.12898361750832218}","{6., 0.7000000000000001, 0.08598767712935473}","{6., 0.8000000000000002, 0.04359475688101545}","{6., 0.9, -8.617839968064054*^-17}"
"{6.1, -0.9, 7.600029946395778*^-17}","{6.1, -0.8, 0.009485968055174834}","{6.1, -0.7, 0.030061418480062996}","{6.1, -0.6, 0.061949347045010705}","{6.1, -0.5, 0.09825812489805984}","{6.1, -0.4, 0.1359040400352523}","{6.1, -0.29999999999999993, 0.17096043266152122}","{6.1, -0.19999999999999996, 0.19787811459855678}","{6.1, -0.09999999999999998, 0.21608932112110718}","{6.1, 0., 0.2221866761592368}","{6.1, 0.09999999999999998, 0.2160893211211138}","{6.1, 0.20000000000000007, 0.19787811459856625}","{6.1, 0.30000000000000016, 0.17096043266152877}","{6.1, 0.4, 0.13590404003525408}","{6.1, 0.5000000000000001, 0.09825812489805738}","{6.1, 0.6, 0.06194934704500679}","{6.1, 0.7000000000000001, 0.030061418480059526}","{6.1, 0.8000000000000002, 0.009485968055172683}","{6.1, 0.9, -9.222984341135978*^-17}"
"{6.2, -0.9, 1.11729772755859*^-16}","{6.2, -0.8, -0.02405388165713393}","{6.2, -0.7, -0.024726961942163644}","{6.2, -0.6, -0.0038035425577107873}","{6.2, -0.5, 0.024750719849906067}","{6.2, -0.4, 0.05796653845267091}","{6.2, -0.29999999999999993, 0.09078716791151115}","{6.2, -0.19999999999999996, 0.11641143620827027}","{6.2, -0.09999999999999998, 0.13421661455040915}","{6.2, 0., 0.14020508264923437}","{6.2, 0.09999999999999998, 0.13421661455041575}","{6.2, 0.20000000000000007, 0.11641143620827987}","{6.2, 0.30000000000000016, 0.09078716791151875}","{6.2, 0.4, 0.05796653845267255}","{6.2, 0.5000000000000001, 0.024750719849903374}","{6.2, 0.6, -0.003803542557714923}","{6.2, 0.7000000000000001, -0.024726961942166878}","{6.2, 0.8000000000000002, -0.024053881657135734}","{6.2, 0.9, -1.0265988109832309*^-16}"
"{6.3, -0.9, -2.9334750377555814*^-17}","{6.3, -0.8, -0.056446700096823586}","{6.3, -0.7, -0.07804597936935245}","{6.3, -0.6, -0.06827303310597385}","{6.3, -0.5, -0.04761921496772162}","{6.3, -0.4, -0.019184113329374475}","{6.3, -0.29999999999999993, 0.011017268341536796}","{6.3, -0.19999999999999996, 0.035036060519310616}","{6.3, -0.09999999999999998, 0.05220398286804426}","{6.3, 0., 0.058012857734992374}","{6.3, 0.09999999999999998, 0.052203982868050954}","{6.3, 0.20000000000000007, 0.0350360605193201}","{6.3, 0.30000000000000016, 0.011017268341544192}","{6.3, 0.4, -0.01918411332937282}","{6.3, 0.5000000000000001, -0.04761921496772427}","{6.3, 0.6, -0.0682730331059778}","{6.3, 0.7000000000000001, -0.07804597936935513}","{6.3, 0.8000000000000002, -0.05644670009682476}","{6.3, 0.9, 4.6077366647687876*^-17}"
"{6.4, -0.9, -9.489177763991927*^-17}","{6.4, -0.8, -0.08662351689777222}","{6.4, -0.7, -0.12825251279937988}","{6.4, -0.6, -0.12951854900924997}","{6.4, -0.5, -0.11655191983896454}","{6.4, -0.4, -0.09301178643332955}","{6.4, -0.29999999999999993, -0.06572084468416707}","{6.4, -0.19999999999999996, -0.04350517169244909}","{6.4, -0.09999999999999998, -0.027129000624435934}","{6.4, 0., -0.021612849057481356}","{6.4, 0.09999999999999998, -0.027129000624429286}","{6.4, 0.20000000000000007, -0.04350517169243967}","{6.4, 0.30000000000000016, -0.06572084468415977}","{6.4, 0.4, -0.09301178643332818}","{6.4, 0.5000000000000001, -0.11655191983896744}","{6.4, 0.6, -0.129518549009254}","{6.4, 0.7000000000000001, -0.1282525127993821}","{6.4, 0.8000000000000002, -0.08662351689777287}","{6.4, 0.9, 6.650335366809532*^-17}"
"{6.5, -0.9, -1.8097939068073504*^-16}","{6.5, -0.8, -0.11518833948310489}","{6.5, -0.7, -0.1752350577981754}","{6.5, -0.6, -0.1866813795225149}","{6.5, -0.5, -0.18154763870386578}","{6.5, -0.4, -0.1630481729146125}","{6.5, -0.29999999999999993, -0.13885513013691464}","{6.5, -0.19999999999999996, -0.1186369953253094}","{6.5, -0.09999999999999998, -0.10319144624805737}","{6.5, 0., -0.09796801798109632}","{6.5, 0.09999999999999998, -0.1031914462480508}","{6.5, 0.20000000000000007, -0.11863699532530009}","{6.5, 0.30000000000000016, -0.13885513013690748}","{6.5, 0.4, -0.16304817291461143}","{6.5, 0.5000000000000001, -0.18154763870386892}","{6.5, 0.6, -0.186681379522519}","{6.5, 0.7000000000000001, -0.1752350577981771}","{6.5, 0.8000000000000002, -0.11518833948310495}","{6.5, 0.9, 1.177637576709664*^-16}"
"{6.6, -0.9, -3.933918886290779*^-17}","{6.6, -0.8, -0.1411862956806501}","{6.6, -0.7, -0.21853831123918865}","{6.6, -0.6, -0.2399250583567588}","{6.6, -0.5, -0.24229646178492595}","{6.6, -0.4, -0.22889127429197342}","{6.6, -0.29999999999999993, -0.20798382933952686}","{6.6, -0.19999999999999996, -0.189940536522298}","{6.6, -0.09999999999999998, -0.1755889704033756}","{6.6, 0., -0.17071087504754373}","{6.6, 0.09999999999999998, -0.17558897040336915}","{6.6, 0.20000000000000007, -0.1899405365222886}","{6.6, 0.30000000000000016, -0.20798382933951987}","{6.6, 0.4, -0.22889127429197229}","{6.6, 0.5000000000000001, -0.24229646178492922}","{6.6, 0.6, -0.23992505835676303}","{6.6, 0.7000000000000001, -0.21853831123919032}","{6.6, 0.8000000000000002, -0.14118629568064994}","{6.6, 0.9, 1.7349932370927906*^-16}"
"{6.7, -0.9, -3.4705157374324915*^-17}","{6.7, -0.8, -0.16392491056433078}","{6.7, -0.7, -0.2570197301398973}","{6.7, -0.6, -0.2878301879445641}","{6.7, -0.5, -0.29712453755046947}","{6.7, -0.4, -0.28867634420026844}","{6.7, -0.29999999999999993, -0.2711337267993647}","{6.7, -0.19999999999999996, -0.2553423911028585}","{6.7, -0.09999999999999998, -0.24218272479231445}","{6.7, 0., -0.23771134022726992}","{6.7, 0.09999999999999998, -0.24218272479230818}","{6.7, 0.20000000000000007, -0.25534239110284934}","{6.7, 0.30000000000000016, -0.27113372679935793}","{6.7, 0.4, -0.28867634420026744}","{6.7, 0.5000000000000001, -0.29712453755047286}","{6.7, 0.6, -0.2878301879445682}","{6.7, 0.7000000000000001, -0.2570197301398987}","{6.7, 0.8000000000000002, -0.16392491056433023}","{6.7, 0.9, 1.7958423713844575*^-16}"
"{6.8, -0.9, -9.074054409294866*^-17}","{6.8, -0.8, -0.1843217118289599}","{6.8, -0.7, -0.2908175218025029}","{6.8, -0.6, -0.32967300146689416}","{6.8, -0.5, -0.3457957748120712}","{6.8, -0.4, -0.3422100531661552}","{6.8, -0.29999999999999993, -0.3280712362367281}","{6.8, -0.19999999999999996, -0.3145930798072786}","{6.8, -0.09999999999999998, -0.3026690434096373}","{6.8, 0., -0.2986043696353801}","{6.8, 0.09999999999999998, -0.3026690434096312}","{6.8, 0.20000000000000007, -0.3145930798072698}","{6.8, 0.30000000000000016, -0.3280712362367217}","{6.8, 0.4, -0.34221005316615427}","{6.8, 0.5000000000000001, -0.34579577481207463}","{6.8, 0.6, -0.32967300146689804}","{6.8, 0.7000000000000001, -0.290817521802504}","{6.8, 0.8000000000000002, -0.18432171182895896}","{6.8, 0.9, 1.2345874784530852*^-16}"
"{6.9, -0.9, 2.4291699992235364*^-17}","{6.9, -0.8, -0.20112606953553672}","{6.9, -0.7, -0.31942249896300107}","{6.9, -0.6, -0.36582578268263766}","{6.9, -0.5, -0.3880462746139278}","{6.9, -0.4, -0.3891279245376377}","{6.9, -0.29999999999999993, -0.37839510098020934}","{6.9, -0.19999999999999996, -0.36728619617237945}","{6.9, -0.09999999999999998, -0.35670216356519086}","{6.9, 0., -0.3530699942829189}","{6.9, 0.09999999999999998, -0.3567021635651848}","{6.9, 0.20000000000000007, -0.36728619617237085}","{6.9, 0.30000000000000016, -0.37839510098020296}","{6.9, 0.4, -0.3891279245376376}","{6.9, 0.5000000000000001, -0.38804627461393193}","{6.9, 0.6, -0.36582578268264193}","{6.9, 0.7000000000000001, -0.3194224989630014}","{6.9, 0.8000000000000002, -0.20112606953553544}","{6.9, 0.9, -5.455545523973206*^-16}"
"{7., -0.9, -2.1830511908878367*^-17}","{7., -0.8, -0.2142304892124333}","{7., -0.7, -0.34233509087613584}","{7., -0.6, -0.39543914799075636}","{7., -0.5, -0.42297667146607376}","{7., -0.4, -0.4284040959331806}","{7., -0.29999999999999993, -0.4209909341998639}","{7., -0.19999999999999996, -0.41222215804869133}","{7., -0.09999999999999998, -0.4030124604247415}","{7., 0., -0.3998349045211959}","{7., 0.09999999999999998, -0.40301246042473526}","{7., 0.20000000000000007, -0.41222215804868273}","{7., 0.30000000000000016, -0.42099093419985767}","{7., 0.4, -0.4284040959331807}","{7., 0.5000000000000001, -0.42297667146607804}","{7., 0.6, -0.3954391479907606}","{7., 0.7000000000000001, -0.3423350908761356}","{7., 0.8000000000000002, -0.2142304892124314}","{7., 0.9, -4.712915415498093*^-16}"
"{7.1, -0.9, -1.1441128730199876*^-16}","{7.1, -0.8, -0.22462109261134802}","{7.1, -0.7, -0.35982005023330677}","{7.1, -0.6, -0.4179551369644155}","{7.1, -0.5, -0.4505320448712454}","{7.1, -0.4, -0.46002759676923444}","{7.1, -0.29999999999999993, -0.4558511574219993}","{7.1, -0.19999999999999996, -0.4493720217685347}","{7.1, -0.09999999999999998, -0.44150059615714554}","{7.1, 0., -0.43877765363232635}","{7.1, 0.09999999999999998, -0.4415005961571392}","{7.1, 0.20000000000000007, -0.449372021768526}","{7.1, 0.30000000000000016, -0.4558511574219931}","{7.1, 0.4, -0.46002759676923477}","{7.1, 0.5000000000000001, -0.45053204487124976}","{7.1, 0.6, -0.41795513696441944}","{7.1, 0.7000000000000001, -0.3598200502333059}","{7.1, 0.8000000000000002, -0.22462109261134539}","{7.1, 0.9, -3.1111032962594546*^-16}"
"{7.2, -0.9, -5.281366806992477*^-18}","{7.2, -0.8, -0.2309028448668283}","{7.2, -0.7, -0.3714115889940689}","{7.2, -0.6, -0.4339749347615502}","{7.2, -0.5, -0.470583070779421}","{7.2, -0.4, -0.4837739756679923}","{7.2, -0.29999999999999993, -0.48268074136652955}","{7.2, -0.19999999999999996, -0.47844946636612357}","{7.2, -0.09999999999999998, -0.4719722893205708}","{7.2, 0., -0.46969835889411066}","{7.2, 0.09999999999999998, -0.4719722893205651}","{7.2, 0.20000000000000007, -0.47844946636611546}","{7.2, 0.30000000000000016, -0.48268074136652406}","{7.2, 0.4, -0.4837739756679934}","{7.2, 0.5000000000000001, -0.47058307077942585}","{7.2, 0.6, -0.43397493476155413}","{7.2, 0.7000000000000001, -0.37141158899406795}","{7.2, 0.8000000000000002, -0.23090284486682514}","{7.2, 0.9, 5.971323572299037*^-16}"
"{7.300000000000001, -0.9, 4.043617208632965*^-17}","{7.300000000000001, -0.8, -0.23358707047813426}","{7.300000000000001, -0.7, -0.3772607505230197}","{7.300000000000001, -0.6, -0.443202373483414}","{7.300000000000001, -0.5, -0.4830133822793296}","{7.300000000000001, -0.4, -0.4994683985005942}","{7.300000000000001, -0.29999999999999993, -0.5012601889453051}","{7.300000000000001, -0.19999999999999996, -0.4991644345116131}","{7.300000000000001, -0.09999999999999998, -0.4940549001752378}","{7.300000000000001, 0., -0.49222648104690686}","{7.300000000000001, 0.09999999999999998, -0.494054900175232}","{7.300000000000001, 0.20000000000000007, -0.49916443451160514}","{7.300000000000001, 0.30000000000000016, -0.5012601889452998}","{7.300000000000001, 0.4, -0.4994683985005958}","{7.300000000000001, 0.5000000000000001, -0.48301338227933466}","{7.300000000000001, 0.6, -0.4432023734834178}","{7.300000000000001, 0.7000000000000001, -0.37726075052301855}","{7.300000000000001, 0.8000000000000002, -0.2335870704781307}","{7.300000000000001, 0.9, 6.081033343324187*^-16}"
"{7.4, -0.9, 1.9054883600286583*^-16}","{7.4, -0.8, -0.2335428534801534}","{7.4, -0.7, -0.3776530268333971}","{7.4, -0.6, -0.44524487348617253}","{7.4, -0.5, -0.4878645537046076}","{7.4, -0.4, -0.5071894799030401}","{7.4, -0.29999999999999993, -0.5116952903469074}","{7.4, -0.19999999999999996, -0.5116012511676632}","{7.4, -0.09999999999999998, -0.5077637843174182}","{7.4, 0., -0.5063808764872165}","{7.4, 0.09999999999999998, -0.5077637843174124}","{7.4, 0.20000000000000007, -0.5116012511676558}","{7.4, 0.30000000000000016, -0.5116952903469022}","{7.4, 0.4, -0.5071894799030421}","{7.4, 0.5000000000000001, -0.48786455370461274}","{7.4, 0.6, -0.4452448734861761}","{7.4, 0.7000000000000001, -0.37765302683339586}","{7.4, 0.8000000000000002, -0.23354285348014972}","{7.4, 0.9, 4.974634042506766*^-16}"
"{7.5, -0.9, -7.318861038384164*^-17}","{7.5, -0.8, -0.22942708019976663}","{7.5, -0.7, -0.37227208434379233}","{7.5, -0.6, -0.4409220857820437}","{7.5, -0.5, -0.48522450703348796}","{7.5, -0.4, -0.5069506095257598}","{7.5, -0.29999999999999993, -0.5139041391616442}","{7.5, -0.19999999999999996, -0.5157006041606922}","{7.5, -0.09999999999999998, -0.5131527783402886}","{7.5, 0., -0.5121782186665551}","{7.5, 0.09999999999999998, -0.5131527783402831}","{7.5, 0.20000000000000007, -0.5157006041606849}","{7.5, 0.30000000000000016, -0.5139041391616405}","{7.5, 0.4, -0.5069506095257623}","{7.5, 0.5000000000000001, -0.4852245070334934}","{7.5, 0.6, -0.4409220857820474}","{7.5, 0.7000000000000001, -0.3722720843437898}","{7.5, 0.8000000000000002, -0.22942708019976216}","{7.5, 0.9, 4.354931620748051*^-17}"
"{7.6, -0.9, -2.677023120449717*^-16}","{7.6, -0.8, -0.2222429600410334}","{7.6, -0.7, -0.3618077342151969}","{7.6, -0.6, -0.43042172653220256}","{7.6, -0.5, -0.47564577865731}","{7.6, -0.4, -0.4993040347090448}","{7.6, -0.29999999999999993, -0.5084480774725763}","{7.6, -0.19999999999999996, -0.5119670771053391}","{7.6, -0.09999999999999998, -0.5106320296360649}","{7.6, 0., -0.51004930116695}","{7.6, 0.09999999999999998, -0.5106320296360595}","{7.6, 0.20000000000000007, -0.5119670771053326}","{7.6, 0.30000000000000016, -0.5084480774725731}","{7.6, 0.4, -0.49930403470904794}","{7.6, 0.5000000000000001, -0.4756457786573156}","{7.6, 0.6, -0.430421726532206}","{7.6, 0.7000000000000001, -0.36180773421519374}","{7.6, 0.8000000000000002, -0.2222429600410283}","{7.6, 0.9, 1.2877932778813043*^-16}"
"{7.7, -0.9, -6.054177035285244*^-16}","{7.7, -0.8, -0.21263416607626884}","{7.7, -0.7, -0.34649403647453875}","{7.7, -0.6, -0.41349642964054556}","{7.7, -0.5, -0.4591986343112675}","{7.7, -0.4, -0.4843455655944166}","{7.7, -0.29999999999999993, -0.4954572969506583}","{7.7, -0.19999999999999996, -0.5005127823143852}","{7.7, -0.09999999999999998, -0.5002576211228471}","{7.7, 0., -0.5000667238583507}","{7.7, 0.09999999999999998, -0.5002576211228417}","{7.7, 0.20000000000000007, -0.5005127823143798}","{7.7, 0.30000000000000016, -0.4954572969506562}","{7.7, 0.4, -0.48434556559442027}","{7.7, 0.5000000000000001, -0.4591986343112733}","{7.7, 0.6, -0.41349642964054883}","{7.7, 0.7000000000000001, -0.3464940364745348}","{7.7, 0.8000000000000002, -0.21263416607626293}","{7.7, 0.9, 3.5535982444882856*^-16}"
"{7.800000000000001, -0.9, 1.5160077714433197*^-19}","{7.800000000000001, -0.8, -0.19951842719676205}","{7.800000000000001, -0.7, -0.32625819300896086}","{7.800000000000001, -0.6, -0.3911390627436579}","{7.800000000000001, -0.5, -0.436246292162749}","{7.800000000000001, -0.4, -0.4623983277873034}","{7.800000000000001, -0.29999999999999993, -0.4751479560112935}","{7.800000000000001, -0.19999999999999996, -0.48158857898248975}","{7.800000000000001, -0.09999999999999998, -0.482400636481914}","{7.800000000000001, 0., -0.48253673892218807}","{7.800000000000001, 0.09999999999999998, -0.48240063648190945}","{7.800000000000001, 0.20000000000000007, -0.4815885789824834}","{7.800000000000001, 0.30000000000000016, -0.47514795601129023}","{7.800000000000001, 0.4, -0.4623983277873071}","{7.800000000000001, 0.5000000000000001, -0.4362462921627553}","{7.800000000000001, 0.6, -0.3911390627436614}","{7.800000000000001, 0.7000000000000001, -0.3262581930089572}","{7.800000000000001, 0.8000000000000002, -0.19951842719675636}","{7.800000000000001, 0.9, 3.616744332332209*^-16}"
"{7.9, -0.9, -2.0224008580191886*^-16}","{7.9, -0.8, -0.18414320984647745}","{7.9, -0.7, -0.30213091583319573}","{7.9, -0.6, -0.36391867184532867}","{7.9, -0.5, -0.40780875065204897}","{7.9, -0.4, -0.4345205823294387}","{7.9, -0.29999999999999993, -0.44863791624481164}","{7.9, -0.19999999999999996, -0.4562685159546675}","{7.9, -0.09999999999999998, -0.45803702298919335}","{7.9, 0., -0.4584806756842831}","{7.9, 0.09999999999999998, -0.4580370229891891}","{7.9, 0.20000000000000007, -0.4562685159546619}","{7.9, 0.30000000000000016, -0.4486379162448089}","{7.9, 0.4, -0.4345205823294431}","{7.9, 0.5000000000000001, -0.4078087506520556}","{7.9, 0.6, -0.36391867184533205}","{7.9, 0.7000000000000001, -0.3021309158331916}","{7.9, 0.8000000000000002, -0.18414320984647123}","{7.9, 0.9, 4.707431410968302*^-16}"
"{8., -0.9, -4.959091853593939*^-16}","{8., -0.8, -0.16689709231470548}","{8., -0.7, -0.27426183829445583}","{8., -0.6, -0.33170227317841633}","{8., -0.5, -0.37394325100166315}","{8., -0.4, -0.4007829283607856}","{8., -0.29999999999999993, -0.41602787436325994}","{8., -0.19999999999999996, -0.4246403333352974}","{8., -0.09999999999999998, -0.42721663456458336}","{8., 0., -0.42796783751448864}","{8., 0.09999999999999998, -0.4272166345645791}","{8., 0.20000000000000007, -0.4246403333352923}","{8., 0.30000000000000016, -0.4160278743632577}","{8., 0.4, -0.400782928360791}","{8., 0.5000000000000001, -0.3739432510016704}","{8., 0.6, -0.3317022731784199}","{8., 0.7000000000000001, -0.27426183829445133}","{8., 0.8000000000000002, -0.16689709231469876}","{8., 0.9, 5.518859310154205*^-16}"
